id,contract,date,shift,area,block,equipo,bank,project,drill_type,drill_code,hour_from,hour_to,rop,hardness,high
15485,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B206,TD079,BK-479,PRODUCCION,DTH,DTH-30,3.52,3.9,33.38,6.6,12.8
15486,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,FERROBAMBA,B206,TD079,BK-614,PRODUCCION,DTH,DTH-18,4.16,5.49,35.76,6.6,46.1
15487,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B215,TD079,BK-404,PRODUCCION,DTH,DTH-61,5.63,6.36,32.32,6.6,21.8
15475,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B206,TD079,BK-682,PRODUCCION,DTH,DTH-58,19.21,19.92,35.87,6.6,24.4
15476,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B206,TD079,BK-201,PRODUCCION,DTH,DTH-60,20.13,20.67,35.95,6.6,18.2
15477,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,FERROBAMBA,B323,TD079,BK-738,PRODUCCION,DTH,DTH-30,20.96,21.32,35.2,6.6,13.4
15478,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B215,TD079,BK-545,PRODUCCION,DTH,DTH-83,21.38,22.29,31.14,6.6,24.7
15479,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B215,TD079,BK-137,PRODUCCION,DTH,DTH-32,22.48,22.85,32.88,6.6,10.7
15480,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,FERROBAMBA,B206,TD079,BK-176,PRODUCCION,DTH,DTH-82,23.09,23.93,33.18,6.6,25.3
15501,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B215,TD091,BK-902,PRODUCCION,RTR,RTR-92,0.26,0.77,21.43,7.4,11.6
15502,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B323,TD091,BK-338,PRODUCCION,RTR,RTR-13,0.87,1.64,25.44,7.4,18.9
15503,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,CHALCOBAMBA,B206,TD091,BK-237,PRODUCCION,RTR,RTR-47,1.68,2.72,22.79,7.4,20.9
15504,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B206,TD091,BK-672,PRODUCCION,RTR,RTR-98,3.12,4.07,21.15,7.4,18.4
15505,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,CHALCOBAMBA,B206,TD091,BK-452,PRODUCCION,RTR,RTR-43,4.44,4.87,22.21,7.4,9.5
15506,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B323,TD091,BK-503,PRODUCCION,RTR,RTR-88,4.99,6.03,21.3,7.4,23.1
15498,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B323,TD091,BK-744,PRODUCCION,RTR,RTR-25,19.84,20.83,24.1,7.4,21.0
15499,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B215,TD091,BK-917,PRODUCCION,RTR,RTR-84,21.25,22.63,22.99,7.4,34.8
15500,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B206,TD091,BK-543,PRODUCCION,RTR,RTR-97,23.1,0.14,24.36,7.4,21.7
15521,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B206,TD092,BK-676,PRODUCCION,RTR,RTR-74,1.33,2.14,21.7,6.6,15.8
15522,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,CHALCOBAMBA,B206,TD092,BK-920,PRODUCCION,RTR,RTR-94,2.21,2.91,22.96,6.6,13.9
15523,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B215,TD092,BK-921,PRODUCCION,RTR,RTR-74,2.99,3.38,25.22,6.6,10.0
15524,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B215,TD092,BK-551,PRODUCCION,RTR,RTR-49,3.6,4.68,23.67,6.6,22.6
15525,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,CHALCOBAMBA,B215,TD092,BK-252,PRODUCCION,RTR,RTR-68,4.81,5.63,24.44,6.6,18.3
15516,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,CHALCOBAMBA,B206,TD092,BK-495,PRODUCCION,RTR,RTR-49,19.17,19.71,22.53,6.6,10.5
15517,Mina Bambas Rotativas - Ferrobamba,2026-05-01,B,CHALCOBAMBA,B215,TD092,BK-714,PRODUCCION,RTR,RTR-55,19.97,21.15,21.69,6.6,22.3
15518,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B206,TD092,BK-207,PRODUCCION,RTR,RTR-43,21.31,22.43,20.8,6.6,24.5
15519,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B101,TD092,BK-638,PRODUCCION,RTR,RTR-21,22.55,23.34,23.66,6.6,19.4
15520,Mina Bambas Rotativas - Chalcobamba,2026-05-01,B,CHALCOBAMBA,B206,TD092,BK-989,PRODUCCION,RTR,RTR-95,23.76,1.12,21.84,6.6,26.4
15526,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD030,BK-348,PRODUCCION,DTH,DTH-81,6.69,7.29,26.62,4.1,15.2
15527,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD030,BK-548,PRODUCCION,DTH,DTH-83,7.34,8.04,27.12,4.1,16.4
15528,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B323,TD030,BK-651,PRODUCCION,DTH,DTH-52,8.28,9.08,28.65,4.1,22.7
15529,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD030,BK-921,PRODUCCION,DTH,DTH-55,9.44,10.47,27.62,4.1,31.0
15530,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD030,BK-482,PRODUCCION,DTH,DTH-41,10.96,11.93,28.27,4.1,28.8
15531,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD030,BK-900,PRODUCCION,DTH,DTH-85,12.08,12.49,26.87,4.1,11.5
15532,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B101,TD030,BK-114,PRODUCCION,DTH,DTH-21,12.65,13.9,29.43,4.1,36.6
15533,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD030,BK-143,PRODUCCION,DTH,DTH-27,14.0,14.81,27.77,4.1,21.6
15534,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD030,BK-129,PRODUCCION,DTH,DTH-89,15.1,15.83,28.25,4.1,20.1
15535,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD030,BK-191,PRODUCCION,DTH,DTH-29,15.87,16.5,27.73,4.1,18.9
15536,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD030,BK-267,PRODUCCION,DTH,DTH-13,16.82,18.09,28.09,4.1,34.5
15547,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,FERROBAMBA,B206,TD072,BK-520,PRODUCCION,DTH,DTH-92,7.34,8.35,30.57,7.9,27.2
15548,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,FERROBAMBA,B101,TD072,BK-754,PRODUCCION,DTH,DTH-62,8.6,9.28,29.12,7.9,20.0
15549,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,FERROBAMBA,B101,TD072,BK-378,PRODUCCION,DTH,DTH-66,9.57,10.33,26.91,7.9,20.7
15550,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,FERROBAMBA,B323,TD072,BK-180,PRODUCCION,DTH,DTH-20,10.37,10.88,29.8,7.9,16.1
15551,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,FERROBAMBA,B215,TD072,BK-456,PRODUCCION,DTH,DTH-87,11.3,12.08,30.01,7.9,21.5
15552,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,FERROBAMBA,B101,TD072,BK-209,PRODUCCION,DTH,DTH-33,12.57,13.09,28.34,7.9,15.1
15553,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,FERROBAMBA,B101,TD072,BK-934,PRODUCCION,DTH,DTH-93,13.21,13.66,27.58,7.9,13.2
15554,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,FERROBAMBA,B323,TD072,BK-277,PRODUCCION,DTH,DTH-73,13.84,14.71,28.12,7.9,24.0
15555,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,FERROBAMBA,B215,TD072,BK-116,PRODUCCION,DTH,DTH-81,15.09,15.94,26.25,7.9,23.1
15556,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,FERROBAMBA,B206,TD072,BK-325,PRODUCCION,DTH,DTH-67,16.34,17.49,31.25,7.9,34.9
15557,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,FERROBAMBA,B323,TD072,BK-854,PRODUCCION,DTH,DTH-57,17.82,18.47,26.6,7.9,17.7
15568,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD073,BK-781,PRODUCCION,DTH,DTH-52,6.58,7.37,27.87,6.4,19.3
15569,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD073,BK-477,PRODUCCION,DTH,DTH-62,7.83,8.99,32.21,6.4,38.6
15570,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD073,BK-950,PRODUCCION,DTH,DTH-87,9.47,10.02,29.14,6.4,15.4
15571,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD073,BK-407,PRODUCCION,DTH,DTH-35,10.43,11.23,32.13,6.4,23.4
15572,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD073,BK-558,PRODUCCION,DTH,DTH-78,11.27,11.87,30.98,6.4,19.2
15573,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B206,TD073,BK-394,PRODUCCION,DTH,DTH-34,12.19,13.37,28.84,6.4,32.9
15574,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B206,TD073,BK-247,PRODUCCION,DTH,DTH-24,13.71,14.21,29.6,6.4,13.0
15575,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD073,BK-793,PRODUCCION,DTH,DTH-59,14.4,15.24,27.37,6.4,22.7
15576,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B215,TD073,BK-895,PRODUCCION,DTH,DTH-60,15.31,16.35,31.55,6.4,28.7
15577,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B206,TD073,BK-634,PRODUCCION,DTH,DTH-45,16.64,17.5,29.84,6.4,23.8
15578,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B323,TD073,BK-215,PRODUCCION,DTH,DTH-83,17.77,18.37,32.55,6.4,20.3
15588,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B206,TD074,BK-563,PRODUCCION,DTH,DTH-33,7.96,8.4,31.87,7.8,12.7
15589,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B215,TD074,BK-101,PRODUCCION,DTH,DTH-82,8.64,9.3,30.9,7.8,21.8
15590,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD074,BK-337,PRODUCCION,DTH,DTH-89,9.66,10.28,28.33,7.8,17.6
15591,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD074,BK-161,PRODUCCION,DTH,DTH-92,10.47,10.88,32.2,7.8,14.2
15592,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B101,TD074,BK-474,PRODUCCION,DTH,DTH-43,10.96,11.9,28.81,7.8,28.7
15593,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD074,BK-971,PRODUCCION,DTH,DTH-75,11.95,13.05,28.59,7.8,29.9
15594,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD074,BK-166,PRODUCCION,DTH,DTH-28,13.52,13.97,27.72,7.8,11.8
15595,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B323,TD074,BK-426,PRODUCCION,DTH,DTH-10,14.02,14.72,28.61,7.8,18.2
15596,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD074,BK-116,PRODUCCION,DTH,DTH-92,14.98,15.38,29.71,7.8,12.4
15597,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B215,TD074,BK-480,PRODUCCION,DTH,DTH-14,15.71,17.09,28.92,7.8,40.9
15598,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD074,BK-926,PRODUCCION,DTH,DTH-68,17.24,18.44,28.83,7.8,31.9
15628,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD091,BK-589,PRODUCCION,RTR,RTR-32,7.12,8.42,19.86,6.2,27.9
15629,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B215,TD091,BK-168,PRODUCCION,RTR,RTR-40,8.91,10.22,22.54,6.2,25.8
15630,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD091,BK-582,PRODUCCION,RTR,RTR-37,10.36,11.34,19.93,6.2,18.1
15631,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD091,BK-409,PRODUCCION,RTR,RTR-84,11.69,12.14,21.42,6.2,8.9
15632,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD091,BK-730,PRODUCCION,RTR,RTR-92,12.55,13.67,23.97,6.2,24.1
15633,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD091,BK-527,PRODUCCION,RTR,RTR-89,13.85,15.01,22.18,6.2,24.0
15634,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD091,BK-598,PRODUCCION,RTR,RTR-59,15.25,15.9,22.3,6.2,15.6
15635,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B323,TD091,BK-927,PRODUCCION,RTR,RTR-28,15.94,17.17,21.84,6.2,25.7
15636,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD091,BK-761,PRODUCCION,RTR,RTR-57,17.36,18.49,22.88,6.2,24.9
15637,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B206,TD092,BK-759,PRODUCCION,RTR,RTR-27,6.71,7.61,25.73,8.3,20.7
15638,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B101,TD092,BK-121,PRODUCCION,RTR,RTR-98,7.99,8.52,24.95,8.3,13.7
15639,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B101,TD092,BK-521,PRODUCCION,RTR,RTR-79,8.63,9.29,27.09,8.3,19.5
15640,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B323,TD092,BK-925,PRODUCCION,RTR,RTR-32,9.52,10.13,24.12,8.3,13.5
15641,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD092,BK-220,PRODUCCION,RTR,RTR-54,10.31,11.66,24.22,8.3,33.8
15642,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B215,TD092,BK-128,PRODUCCION,RTR,RTR-88,12.08,13.2,26.73,8.3,25.8
15643,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B206,TD092,BK-141,PRODUCCION,RTR,RTR-76,13.32,14.08,27.72,8.3,18.5
15644,Mina Bambas Rotativas - Chalcobamba,2026-05-02,A,CHALCOBAMBA,B215,TD092,BK-577,PRODUCCION,RTR,RTR-57,14.22,15.51,23.94,8.3,26.2
15645,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B206,TD092,BK-214,PRODUCCION,RTR,RTR-63,15.92,16.67,26.98,8.3,21.5
15646,Mina Bambas Rotativas - Ferrobamba,2026-05-02,A,CHALCOBAMBA,B215,TD092,BK-244,PRODUCCION,RTR,RTR-14,17.01,17.42,26.57,8.3,11.9
15542,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD030,BK-623,PRODUCCION,DTH,DTH-90,0.45,1.75,29.27,5.0,40.6
15543,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD030,BK-923,PRODUCCION,DTH,DTH-34,2.14,3.05,25.95,5.0,21.1
15544,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B215,TD030,BK-400,PRODUCCION,DTH,DTH-31,3.45,3.94,29.46,5.0,13.5
15545,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B215,TD030,BK-650,PRODUCCION,DTH,DTH-87,4.31,5.38,26.19,5.0,24.2
15546,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD030,BK-110,PRODUCCION,DTH,DTH-98,5.43,6.4,27.92,5.0,24.5
15537,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B215,TD030,BK-670,PRODUCCION,DTH,DTH-61,19.17,20.02,29.49,5.0,27.5
15538,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B206,TD030,BK-623,PRODUCCION,DTH,DTH-86,20.13,20.77,27.05,5.0,18.8
15539,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B206,TD030,BK-126,PRODUCCION,DTH,DTH-37,21.21,22.33,26.74,5.0,31.9
15540,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B101,TD030,BK-382,PRODUCCION,DTH,DTH-96,22.52,23.51,29.45,5.0,27.8
15541,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B206,TD030,BK-100,PRODUCCION,DTH,DTH-75,23.81,0.17,24.65,5.0,8.4
15563,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B206,TD072,BK-745,PRODUCCION,DTH,DTH-33,0.44,0.88,34.24,9.0,15.1
15564,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B215,TD072,BK-259,PRODUCCION,DTH,DTH-63,1.0,2.16,40.84,9.0,44.3
15565,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B215,TD072,BK-478,PRODUCCION,DTH,DTH-97,2.45,2.8,35.54,9.0,10.7
15566,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B101,TD072,BK-235,PRODUCCION,DTH,DTH-50,3.04,4.29,37.96,9.0,41.5
15567,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B206,TD072,BK-123,PRODUCCION,DTH,DTH-83,4.78,5.68,34.26,9.0,28.4
15558,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B215,TD072,BK-986,PRODUCCION,DTH,DTH-81,19.34,19.7,39.76,9.0,14.8
15559,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B215,TD072,BK-757,PRODUCCION,DTH,DTH-17,20.09,21.29,36.21,9.0,37.0
15560,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B206,TD072,BK-758,PRODUCCION,DTH,DTH-11,21.45,22.13,39.99,9.0,25.0
15561,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B206,TD072,BK-428,PRODUCCION,DTH,DTH-71,22.42,23.15,37.87,9.0,29.7
15562,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B206,TD072,BK-135,PRODUCCION,DTH,DTH-38,23.65,0.05,38.13,9.0,14.7
15584,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B206,TD073,BK-926,PRODUCCION,DTH,DTH-83,0.14,1.0,32.05,7.0,23.7
15585,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B101,TD073,BK-809,PRODUCCION,DTH,DTH-54,1.5,1.96,27.92,7.0,11.9
15586,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD073,BK-357,PRODUCCION,DTH,DTH-71,2.37,3.37,27.86,7.0,26.0
15587,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B215,TD073,BK-705,PRODUCCION,DTH,DTH-45,3.82,5.13,30.69,7.0,41.4
15579,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B101,TD073,BK-284,PRODUCCION,DTH,DTH-23,19.08,19.94,31.19,7.0,29.2
15580,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B206,TD073,BK-451,PRODUCCION,DTH,DTH-57,20.3,21.23,30.33,7.0,24.5
15581,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B101,TD073,BK-439,PRODUCCION,DTH,DTH-65,21.52,22.36,32.42,7.0,25.2
15582,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B323,TD073,BK-263,PRODUCCION,DTH,DTH-73,22.43,23.02,33.41,7.0,19.1
15583,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B323,TD073,BK-867,PRODUCCION,DTH,DTH-22,23.45,23.82,28.62,7.0,10.2
15604,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B206,TD074,BK-375,PRODUCCION,DTH,DTH-92,0.93,1.63,34.6,4.1,24.3
15605,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD074,BK-662,PRODUCCION,DTH,DTH-58,2.06,3.44,33.13,4.1,42.0
15606,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,CHALCOBAMBA,B206,TD074,BK-868,PRODUCCION,DTH,DTH-75,3.67,4.6,30.24,4.1,25.4
15607,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B215,TD074,BK-344,PRODUCCION,DTH,DTH-33,5.07,5.5,32.67,4.1,11.8
15608,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B206,TD074,BK-602,PRODUCCION,DTH,DTH-25,5.67,6.37,30.23,4.1,18.5
15599,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD074,BK-214,PRODUCCION,DTH,DTH-69,19.98,20.51,35.06,4.1,16.2
15600,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B206,TD074,BK-602,PRODUCCION,DTH,DTH-25,21.0,21.68,29.25,4.1,17.1
15601,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B323,TD074,BK-579,PRODUCCION,DTH,DTH-58,22.1,22.6,30.77,4.1,17.1
15602,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B101,TD074,BK-293,PRODUCCION,DTH,DTH-16,22.75,23.6,34.69,4.1,30.3
15603,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,CHALCOBAMBA,B215,TD074,BK-580,PRODUCCION,DTH,DTH-12,23.9,0.83,33.42,4.1,28.6
15614,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B215,TD076,BK-555,PRODUCCION,DTH,DTH-76,1.0,2.23,29.23,5.0,38.1
15615,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B215,TD076,BK-419,PRODUCCION,DTH,DTH-42,2.37,3.48,28.86,5.0,33.8
15616,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B215,TD076,BK-582,PRODUCCION,DTH,DTH-85,3.66,4.02,32.94,5.0,12.8
15617,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B101,TD076,BK-613,PRODUCCION,DTH,DTH-17,4.2,5.18,29.37,5.0,31.1
15609,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B101,TD076,BK-786,PRODUCCION,DTH,DTH-67,19.9,20.66,29.26,5.0,21.6
15610,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B206,TD076,BK-289,PRODUCCION,DTH,DTH-60,20.76,21.78,32.2,5.0,28.5
15611,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B323,TD076,BK-258,PRODUCCION,DTH,DTH-68,22.14,23.05,33.45,5.0,30.9
15612,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B101,TD076,BK-166,PRODUCCION,DTH,DTH-12,23.27,23.72,33.62,5.0,15.6
15613,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B101,TD076,BK-711,PRODUCCION,DTH,DTH-50,23.92,0.85,32.48,5.0,28.3
15623,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B323,TD077,BK-494,PRODUCCION,DTH,DTH-22,0.3,0.7,27.86,8.8,11.4
15624,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B206,TD077,BK-993,PRODUCCION,DTH,DTH-98,0.81,2.2,26.19,8.8,34.0
15625,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B206,TD077,BK-764,PRODUCCION,DTH,DTH-87,2.25,2.75,26.5,8.8,14.2
15626,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B206,TD077,BK-855,PRODUCCION,DTH,DTH-65,2.89,3.58,27.11,8.8,18.5
15627,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B215,TD077,BK-360,PRODUCCION,DTH,DTH-17,4.07,5.41,26.81,8.8,34.3
15618,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B101,TD077,BK-128,PRODUCCION,DTH,DTH-45,19.4,20.2,29.65,8.8,24.9
15619,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B101,TD077,BK-873,PRODUCCION,DTH,DTH-50,20.23,20.93,27.61,8.8,20.0
15620,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B215,TD077,BK-332,PRODUCCION,DTH,DTH-10,21.35,22.03,29.26,8.8,18.4
15621,Mina Bambas Rotativas - Chalcobamba,2026-05-02,B,FERROBAMBA,B101,TD077,BK-806,PRODUCCION,DTH,DTH-97,22.35,22.9,26.78,8.8,16.2
15622,Mina Bambas Rotativas - Ferrobamba,2026-05-02,B,FERROBAMBA,B215,TD077,BK-887,PRODUCCION,DTH,DTH-82,23.33,0.01,26.16,8.8,17.3
